community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02511_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02524_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02535_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02546_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02552_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02555_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02557_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02566_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02569_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02574_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02590_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02591_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02605_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02611_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02642_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02654_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02656_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02666_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02678_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02692_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02693_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02698_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02701_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02720_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02724_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02730_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02738_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02740_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02775_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02791_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02817_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02820_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02826_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02835_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02843_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02851_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02857_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02862_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02882_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02884_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02886_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02893_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02894_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02920_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02921_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02930_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02935_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02948_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02961_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02964_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02968_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02978_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02979_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02991_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd02993_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03002_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03034_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03048_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03049_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03091_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03163_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03171_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03187_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03192_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03205_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03211_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03279_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03392_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03407_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03414_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03416_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03422_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03424_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03426_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03443_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03444_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03445_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03446_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03447_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03448_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03449_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03453_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03456_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03470_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03471_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03487_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03488_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03490_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03491_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03492_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03494_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03495_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03496_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03517_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03518_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03519_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03520_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03521_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03524_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03559_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03560_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03584_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03585_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03586_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03587_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03593_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03606_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03607_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03608_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03646_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03666_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03671_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03696_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03697_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03698_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03704_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03726_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03734_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03736_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03752_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03830_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03831_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03847_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd03897_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd04097_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd04098_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd04103_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd04104_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd04111_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd04539_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd04918_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd04920_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd05158_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd06707_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd07923_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd07924_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08021_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08023_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08210_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08211_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08286_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08287_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08288_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08289_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08301_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08316_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08368_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08449_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08615_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08625_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08701_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd08702_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd09027_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd09410_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd09878_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd09879_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd10162_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd10515_e	0.0	0.12	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd10516_e	0.0	0.26	1	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11206_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11225_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11255_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11295_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11296_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11310_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11313_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11416_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11420_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11421_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11425_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11430_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11431_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11432_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11433_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11434_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11435_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11436_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11437_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11438_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11439_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11440_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11441_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11464_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11465_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11466_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11467_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11468_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11469_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11470_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11471_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11472_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11473_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11474_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11475_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11476_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11477_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11478_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11479_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11480_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11481_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11482_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11483_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11484_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11485_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11486_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11487_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11488_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11489_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11490_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11491_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11492_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11493_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11494_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11496_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11497_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11498_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11499_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11500_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11501_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11502_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11503_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11504_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11505_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11506_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11507_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11508_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11509_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11510_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11511_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11512_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11513_e	0.0	0.0	0	0.0
all	9K	AC_new_final_nogene	Sulfobacillus_thermotolerans_hq2	M_cpd11514_e	0.0	0.0	0	0.0
